PRACTICE_POSTCODE,Urgent_Count,Total_Count,Pressure_Index_Pct
B774JA,299,4752,6.29
NN14EP,303,4822,6.28
AL73UA,99,1577,6.28
TS202QL,942,15027,6.27
SP47HQ,898,14316,6.27
PO211LG,450,7179,6.27
PE293NY,1061,16934,6.27
NG27JJ,165,2630,6.27
MK91AE,679,10826,6.27
LU20SJ,676,10775,6.27
HU128JS,385,6136,6.27
DY52AB,475,7574,6.27
HP11LE,1505,24054,6.26
WD65BT,106,1696,6.25
PE131HQ,258,4127,6.25
NG181JU,1146,18338,6.25
N195QT,340,5443,6.25
LS209BT,214,3423,6.25
HA85QT,177,2831,6.25
DE139NA,275,4398,6.25
CV14FS,118,1889,6.25
UB77BT,763,12231,6.24
TN343NE,223,3572,6.24
SG51BH,208,3332,6.24
NG125AA,650,10423,6.24
ME172QD,537,8607,6.24
BR31BN,423,6781,6.24
BH14BA,238,3813,6.24
B974RH,391,6264,6.24
WS149DX,1245,19979,6.23
SG192QT,92,1477,6.23
ME11HB,554,8899,6.23
DE143DW,472,7577,6.23
DA118RD,202,3244,6.23
TN401HX,390,6267,6.22
CA24BB,170,2733,6.22
BL23BG,445,7157,6.22
TS183DX,490,7894,6.21
DY98JT,143,2304,6.21
CT216PH,544,8754,6.21
SK57EN,497,8010,6.2
NR78AG,136,2194,6.2
MK403HU,294,4745,6.2
LA45LU,587,9473,6.2
L328UG,649,10475,6.2
HA39BU,253,4078,6.2
BN29DH,119,1918,6.2
WA75JU,263,4247,6.19
ST50BJ,524,8470,6.19
S602UA,308,4973,6.19
NN157ER,602,9718,6.19
LS72BB,1168,18860,6.19
DA159HG,533,8608,6.19
BA148TJ,633,10218,6.19
B647HU,42,678,6.19
TN299DQ,299,4840,6.18
SY12QT,746,12073,6.18
NE34BY,61,987,6.18
SS13JY,558,9046,6.17
SM69QF,61,988,6.17
RH80AS,258,4184,6.17
PO130AB,856,13874,6.17
NG200BN,608,9858,6.17
MK416DN,304,4928,6.17
M460BF,871,14110,6.17
DA124NF,790,12806,6.17
CA158AE,302,4894,6.17
OX13EX,106,1721,6.16
OL66HE,570,9252,6.16
GU140NA,461,7485,6.16
GL141PA,357,5797,6.16
CB41EG,207,3363,6.16
BR13RX,224,3635,6.16
SS120AN,1389,22568,6.15
S702BB,296,4813,6.15
NG157SL,1969,32012,6.15
DH65AU,73,1187,6.15
DH31LE,655,10643,6.15
CA166QR,73,1187,6.15
WA169EB,271,4414,6.14
WA13DF,688,11202,6.14
TW110NU,456,7426,6.14
RM141BJ,450,7330,6.14
PR23BJ,516,8408,6.14
OX116GD,196,3194,6.14
GU71DY,368,5998,6.14
BS70BD,341,5556,6.14
BS352AN,475,7739,6.14
YO255DL,195,3181,6.13
WS87JE,248,4048,6.13
WR53TY,234,3818,6.13
TW166QL,225,3672,6.13
SL17JZ,325,5300,6.13
S105NG,166,2707,6.13
NE209BD,19,310,6.13
LA46ND,778,12685,6.13
DH78NN,633,10325,6.13
BD157RA,1226,20008,6.13
S605BS,679,11101,6.12
PL159EB,54,882,6.12
OL101LR,341,5570,6.12
NG118AD,965,15756,6.12
N42DW,175,2861,6.12
N101BX,24,392,6.12
ME122DF,418,6827,6.12
E147HG,342,5592,6.12
TR148EF,735,12035,6.11
SK30LX,458,7502,6.11
LS251AR,339,5551,6.11
L229QD,130,2126,6.11
DN110TS,153,2503,6.11
TF125ET,156,2559,6.1
SP84FA,145,2376,6.1
SM69AN,296,4852,6.1
S669LP,330,5413,6.1
IP41BN,395,6473,6.1
HA14JU,207,3395,6.1
BB114NS,86,1409,6.1
AL108FH,519,8512,6.1
WV37LY,346,5680,6.09
ST44EA,545,8953,6.09
OL45AQ,314,5155,6.09
NG82QP,823,13523,6.09
B610LA,676,11092,6.09
B145NG,719,11804,6.09
TW136AE,450,7406,6.08
S662SE,1060,17436,6.08
GU71QU,59,970,6.08
CW95HQ,364,5987,6.08
BB185DY,401,6591,6.08
WA42AG,348,5736,6.07
S174DP,290,4781,6.07
IP288JQ,79,1301,6.07
W139RL,138,2279,6.06
BN33YJ,242,3993,6.06
B170AT,539,8897,6.06
TN377JZ,370,6120,6.05
LE673XA,669,11066,6.05
HP13LE,254,4197,6.05
TW184LW,448,7415,6.04
TN237SG,1029,17050,6.04
SN95ES,157,2600,6.04
SN252FW,281,4652,6.04
RG170BN,296,4903,6.04
PE67UY,422,6987,6.04
NR103AF,571,9446,6.04
HD89HR,221,3658,6.04
DA99NX,324,5362,6.04
CT195QX,387,6408,6.04
NE334RD,61,1012,6.03
DE240DW,24,398,6.03
CM248XG,571,9465,6.03
SY50QJ,207,3441,6.02
BA12HA,464,7703,6.02
PL72AU,327,5445,6.01
PE293BD,398,6622,6.01
GU513AF,140,2331,6.01
BH179DW,698,11611,6.01
TN86HF,116,1932,6.0
RG456LT,386,6436,6.0
RG224AQ,454,7568,6.0
PR69LP,253,4218,6.0
TN62ED,113,1885,5.99
ME12AB,689,11499,5.99
M239HN,142,2370,5.99
E35ED,603,10066,5.99
CV213QH,277,4623,5.99
B375BU,248,4143,5.99
S802AS,1777,29710,5.98
S668ND,447,7476,5.98
PL97BS,428,7160,5.98
EX47HU,155,2590,5.98
CV128NW,1595,26667,5.98
WV113RF,343,5747,5.97
WF44NQ,314,5258,5.97
NR133QX,24,402,5.97
EN26PJ,180,3014,5.97
FY39ES,47,788,5.96
CR83EH,172,2887,5.96
BN31DG,319,5351,5.96
RM37JP,521,8756,5.95
HD14DT,1438,24165,5.95
GU216BG,21,353,5.95
TN377AX,119,2005,5.94
SK58BS,279,4700,5.94
IP14HA,176,2961,5.94
BS65NW,464,7816,5.94
B650EP,219,3693,5.93
WR98RT,663,11206,5.92
PE218QN,348,5876,5.92
NE296QJ,362,6113,5.92
LU55BJ,1532,25896,5.92
L44AF,478,8080,5.92
KT227AW,195,3293,5.92
CT52AY,156,2633,5.92
S65FL,594,10057,5.91
NG241XX,513,8686,5.91
NG237LB,76,1286,5.91
NG163AW,134,2266,5.91
MK452NJ,530,8974,5.91
MK402QD,498,8423,5.91
L392DN,157,2658,5.91
KT80HP,279,4721,5.91
DY116LD,729,12327,5.91
WS86HG,205,3473,5.9
OL26LS,162,2745,5.9
M410SU,126,2137,5.9
KT33LX,490,8308,5.9
CV471PH,50,847,5.9
BS165JS,141,2388,5.9
B461RD,235,3984,5.9
AL74BH,169,2864,5.9
ME80PX,623,10578,5.89
CV115HQ,750,12724,5.89
CO29LA,237,4024,5.89
BS165HD,118,2003,5.89
BR33BQ,156,2648,5.89
B170SU,379,6433,5.89
WA35HH,353,6000,5.88
ST158AW,269,4578,5.88
SR51NA,449,7634,5.88
SL66HB,175,2978,5.88
PO381RZ,191,3246,5.88
LE40AJ,219,3726,5.88
EN13BX,116,1972,5.88
ST52AX,596,10157,5.87
SO192QB,473,8055,5.87
NG24HG,639,10880,5.87
MK22BA,226,3848,5.87
LU49LF,240,4087,5.87
KT12LY,214,3647,5.87
GU71RL,36,613,5.87
B440HH,450,7664,5.87
ST31HD,303,5173,5.86
LA95AS,116,1980,5.86
GU350TQ,620,10581,5.86
CH11NZ,171,2916,5.86
SK141NX,453,7744,5.85
PO119EF,47,803,5.85
N64ER,215,3673,5.85
HP124UD,328,5609,5.85
BL18DT,333,5697,5.85
WV73QG,459,7866,5.84
SM52HG,45,770,5.84
M329BB,121,2072,5.84
LS103NB,435,7449,5.84
DN211LP,224,3833,5.84
DH13DG,43,736,5.84
BD22AR,496,8492,5.84
RH121HJ,147,2522,5.83
CV364AF,471,8085,5.83
ME39RA,317,5449,5.82
M169WR,407,6989,5.82
DL12RX,597,10251,5.82
B277XZ,530,9114,5.82
TF11DR,76,1309,5.81
NG95BA,323,5556,5.81
NE231BA,288,4959,5.81
ME65AG,329,5663,5.81
LE100PL,962,16548,5.81
ST162AR,160,2760,5.8
HP235BN,885,15247,5.8
EX43SR,187,3223,5.8
W93RA,456,7881,5.79
S321DP,157,2713,5.79
PO381SW,402,6941,5.79
NG182BU,1294,22341,5.79
IP30NF,695,12002,5.79
DN119QJ,214,3698,5.79
CT147NE,967,16697,5.79
BN271AX,64,1106,5.79
NE119BD,46,796,5.78
FY82EA,407,7036,5.78
DE757DT,618,10686,5.78
BN16JF,73,1264,5.78
WV112JW,319,5527,5.77
WN58AG,158,2737,5.77
WF58NW,921,15953,5.77
SG51BG,107,1853,5.77
PO35EF,449,7778,5.77
GU212PX,71,1231,5.77
DH21DA,264,4577,5.77
CM79BY,438,7592,5.77
TF11HW,345,5991,5.76
ST42QX,1407,24427,5.76
SN151HP,154,2675,5.76
PE283EG,157,2726,5.76
NN171AE,261,4529,5.76
ME104AW,82,1424,5.76
HD80HB,342,5939,5.76
DA12JS,234,4066,5.76
BD150AS,197,3418,5.76
TF26AH,78,1356,5.75
SS67SA,166,2885,5.75
MK64NE,223,3877,5.75
LS84HT,385,6697,5.75
LE33DH,679,11801,5.75
LA46BY,348,6052,5.75
GU28AE,220,3825,5.75
DL150PF,240,4177,5.75
BD232UE,797,13868,5.75
SK122BB,314,5475,5.74
RH117GU,99,1724,5.74
NG104ER,640,11157,5.74
HU52EJ,660,11503,5.74
HP225ND,135,2351,5.74
GU147AN,522,9096,5.74
CM129AX,101,1760,5.74
B975EP,870,15164,5.74
SS08NU,46,803,5.73
NW23EJ,47,820,5.73
LA31QF,420,7336,5.73
FY45AX,33,576,5.73
NR65NZ,475,8308,5.72
GU146AU,478,8350,5.72
DE61AE,560,9787,5.72
RH176HB,526,9214,5.71
PR31FA,6,105,5.71
PL72HJ,89,1558,5.71
DY81ND,98,1716,5.71
CB12HA,156,2731,5.71
PO143DS,47,825,5.7
PE73LP,622,10906,5.7
KT139PT,172,3018,5.7
TN56DF,242,4253,5.69
LS176LD,54,949,5.69
CT101JR,430,7555,5.69
CM120BJ,719,12628,5.69
S713AA,403,7090,5.68
RM13LP,283,4979,5.68
PR46AS,842,14812,5.68
M203NA,161,2836,5.68
IP224QQ,45,792,5.68
EX52UX,147,2588,5.68
CO39DJ,314,5532,5.68
ME80DH,434,7655,5.67
LS96AP,310,5465,5.67
HA52QG,495,8737,5.67
FY84GW,424,7478,5.67
EX202DT,267,4707,5.67
OX165NG,130,2296,5.66
NR349TB,1179,20826,5.66
MK403QY,178,3145,5.66
KT34QS,433,7651,5.66
IP331HP,249,4399,5.66
CB99LA,752,13287,5.66
B761PA,418,7379,5.66
NR13HP,20,354,5.65
NG22JY,437,7740,5.65
NE258TB,215,3804,5.65
HU164BB,183,3241,5.65
HR96BJ,767,13587,5.65
E143UU,193,3415,5.65
DN33AL,283,5005,5.65
BA27AY,164,2905,5.65
SO452QL,754,13379,5.64
DY81TS,42,745,5.64
CV344JP,453,8026,5.64
CH637PG,314,5569,5.64
TN231FB,1172,20812,5.63
NW61NJ,52,924,5.63
LA94LL,61,1083,5.63
CR42PE,381,6762,5.63
CM72QH,206,3661,5.63
TQ88FE,171,3042,5.62
PO203RY,51,908,5.62
ME44RY,832,14794,5.62
E153ET,31,552,5.62
CB87BT,255,4539,5.62
WF103JJ,157,2797,5.61
RG421SY,138,2460,5.61
NN67RE,152,2710,5.61
HP43BD,149,2657,5.61
CT53LD,12,214,5.61
B911BQ,101,1801,5.61
WS54JJ,128,2284,5.6
W129AU,89,1589,5.6
TN129HR,227,4053,5.6
N41HE,82,1463,5.6
M274AF,709,12659,5.6
CV376HT,112,1999,5.6
S352US,771,13797,5.59
RG215SA,193,3452,5.59
NE359AR,342,6115,5.59
DA83HG,178,3186,5.59
WD48BH,55,986,5.58
LE21ND,174,3121,5.58
LE114RZ,195,3492,5.58
BH177XW,490,8782,5.58
BB55AB,23,412,5.58
TN131DJ,529,9494,5.57
SW23PJ,128,2296,5.57
LE102DB,326,5852,5.57
DN162AQ,311,5582,5.57
BA13DU,366,6572,5.57
PE38EU,667,12000,5.56
DN140AA,438,7881,5.56
CW109DP,516,9284,5.56
SN47AX,470,8472,5.55
EX43QR,98,1767,5.55
CV65AH,2314,41716,5.55
WA14EP,562,10136,5.54
SY111AF,434,7834,5.54
RH121SL,411,7414,5.54
N160PH,123,2219,5.54
GL501XN,791,14278,5.54
DT12JY,281,5072,5.54
CM120UA,73,1318,5.54
BS217SR,329,5943,5.54
TS252AX,391,7072,5.53
SO224NY,974,17624,5.53
SK97NT,432,7811,5.53
HR12HG,108,1953,5.53
TQ71ED,18,326,5.52
PE25PR,320,5793,5.52
NG55DF,429,7765,5.52
CW27EH,193,3495,5.52
ME122RN,21,381,5.51
DN329QR,200,3628,5.51
DH33EZ,869,15764,5.51
CV225BP,129,2343,5.51
CB88JH,346,6280,5.51
SE50TJ,56,1019,5.5
PL15HW,298,5417,5.5
DY122AP,679,12347,5.5
CM71EY,863,15682,5.5
TN120LB,348,6337,5.49
PE192AW,75,1365,5.49
DE159RQ,63,1147,5.49
CO38NZ,265,4827,5.49
WN71HR,53,967,5.48
RH125PJ,16,292,5.48
NN57AB,229,4178,5.48
NN11JX,380,6939,5.48
M155RD,331,6045,5.48
LU32QF,386,7050,5.48
LS119NS,285,5197,5.48
EX79HB,185,3377,5.48
WR98AQ,515,9414,5.47
TN343NW,417,7619,5.47
NN74PL,454,8298,5.47
KT125LR,89,1626,5.47
BH229AU,260,4756,5.47
OL11DU,169,3098,5.46
L355AF,44,806,5.46
EX141BU,605,11081,5.46
BN163EY,19,348,5.46
BR51LA,242,4444,5.45
SO419NH,658,12102,5.44
NG162NB,309,5680,5.44
PO376JY,12,221,5.43
IG89EF,86,1583,5.43
GU236AQ,114,2099,5.43
BD183FB,1212,22327,5.43
B179TH,37,681,5.43
TA81AT,113,2085,5.42
HA87JZ,60,1106,5.42
BH140BD,31,572,5.42
S401NF,976,18048,5.41
NN38AW,428,7916,5.41
NG208AL,77,1422,5.41
M283AQ,359,6635,5.41
M204RQ,65,1201,5.41
IG103HN,166,3069,5.41
DE11RS,231,4266,5.41
BD133EY,356,6583,5.41
BA21SX,317,5863,5.41
S139NE,256,4739,5.4
LU74SW,56,1037,5.4
HU74EE,831,15417,5.39
E16BD,160,2967,5.39
DT11TP,356,6605,5.39
DH90JL,64,1188,5.39
BS78UG,292,5421,5.39
SO452LF,116,2156,5.38
SM51HE,106,1972,5.38
E84AR,108,2009,5.38
NG177AP,659,12277,5.37
LS260BE,415,7733,5.37
B495DX,102,1898,5.37
WN86UH,287,5355,5.36
TR13JD,117,2183,5.36
S701AW,428,7988,5.36
ME101DR,658,12274,5.36
HR74AE,261,4872,5.36
SW184EE,369,6892,5.35
S122AQ,153,2861,5.35
CW55ED,180,3363,5.35
BS231YE,34,636,5.35
SP13TE,115,2152,5.34
SO410QF,63,1179,5.34
HA85LE,15,281,5.34
E112HY,66,1236,5.34
BL11PP,271,5077,5.34
AL49RG,45,843,5.34
TN234ER,330,6191,5.33
SM39ES,65,1219,5.33
SK118DG,199,3735,5.33
S651DZ,440,8256,5.33
BN59DA,120,2251,5.33
RG122LU,222,4174,5.32
NG52GE,745,14002,5.32
NG316DE,1035,19466,5.32
N14AX,59,1109,5.32
HD59BU,405,7608,5.32
DN60HY,437,8219,5.32
DH44DN,731,13745,5.32
BN33QA,119,2238,5.32
ST136DS,44,829,5.31
EX332EU,118,2222,5.31
WF81DF,252,4757,5.3
WF101JD,1104,20848,5.3
LN44SG,281,5306,5.3
KT47NL,255,4811,5.3
IP327EW,316,5959,5.3
CO153DS,605,11416,5.3
NN15LT,196,3705,5.29
LU73HH,418,7895,5.29
LE26EG,754,14254,5.29
CW112JU,243,4604,5.28
BR28NQ,46,871,5.28
TW80EW,153,2902,5.27
TS260TB,379,7187,5.27
SO185FL,211,4002,5.27
SG11DH,337,6397,5.27
RG54BE,1148,21767,5.27
LS158BA,144,2735,5.27
CW97DS,330,6260,5.27
CV359SB,643,12201,5.27
SE218JB,37,703,5.26
OX298BD,135,2567,5.26
L366DY,76,1444,5.26
L353RF,327,6218,5.26
GL502AS,530,10070,5.26
TF91JP,383,7289,5.25
TF107EA,242,4609,5.25
RH204LA,81,1543,5.25
NG177DA,645,12295,5.25
NG145AE,447,8516,5.25
YO613AD,316,6033,5.24
TF11DG,79,1507,5.24
SO533AL,720,13737,5.24
M259PS,176,3358,5.24
AL72AX,208,3972,5.24
W45JQ,258,4935,5.23
TS89JH,307,5867,5.23
TF50LW,36,688,5.23
SO505RB,594,11366,5.23
S58TQ,215,4112,5.23
HX50AB,389,7435,5.23
HU69BX,222,4246,5.23
EX111TP,207,3955,5.23
B755BL,323,6171,5.23
B735DA,237,4533,5.23
SW1P2HY,32,613,5.22
SW181GG,370,7086,5.22
RG304AA,369,7068,5.22
PE275BX,2194,42028,5.22
TS179HA,498,9565,5.21
SY30HT,233,4476,5.21
SK84QB,580,11138,5.21
L153JJ,547,10490,5.21
EX392AS,516,9905,5.21
BN209QX,404,7758,5.21
B602NE,300,5759,5.21
PO119LG,114,2191,5.2
NG250BH,468,8992,5.2
DH33PQ,54,1039,5.2
BS167AR,530,10185,5.2
SY11JJ,72,1388,5.19
PL14DX,11,212,5.19
NR58AD,260,5007,5.19
HA48NR,34,655,5.19
DT102RG,46,886,5.19
DE451DS,152,2929,5.19
BS70NQ,209,4028,5.19
BD132BD,148,2849,5.19
FY81DA,111,2144,5.18
BD164BL,67,1294,5.18
WS100ED,450,8711,5.17
DA162PL,117,2264,5.17
CH445UF,78,1510,5.17
BN26PA,276,5338,5.17
TA66PR,329,6371,5.16
DN214NG,286,5548,5.16
DE216HD,475,9214,5.16
AL37LW,131,2540,5.16
PR77HZ,526,10221,5.15
PO215SB,638,12389,5.15
LS124AD,289,5613,5.15
LE84DN,821,15937,5.15
HA38SB,143,2775,5.15
EN76QQ,512,9933,5.15
BR68AE,212,4118,5.15
BN32BB,81,1572,5.15
WS107AR,241,4690,5.14
HU74YG,59,1147,5.14
CV36TA,1609,31279,5.14
NG122FD,372,7256,5.13
NE136LW,320,6242,5.13
LU72RN,41,800,5.13
HA28BW,177,3448,5.13
BS45AH,118,2298,5.13
DY32DA,244,4764,5.12
DE551BQ,484,9453,5.12
SY81DB,12,235,5.11
S637HF,328,6421,5.11
RH14AW,523,10228,5.11
PO226BW,289,5652,5.11
IP287EE,227,4443,5.11
ST32BS,730,14306,5.1
SO303HA,97,1903,5.1
PL219GX,54,1058,5.1
NE499HN,280,5493,5.1
IG50NZ,227,4450,5.1
EN51PX,111,2175,5.1
DN329AS,803,15748,5.1
BA32DY,175,3429,5.1
TF42AH,672,13200,5.09
KT246AX,54,1060,5.09
HU181LL,306,6006,5.09
E49AA,37,727,5.09
DE141AN,1128,22150,5.09
WV69EH,60,1180,5.08
UB81LB,343,6754,5.08
S139BN,765,15050,5.08
NE110EN,278,5474,5.08
N129AB,13,256,5.08
CM13EA,217,4268,5.08
CA118HR,45,885,5.08
BS20EZ,158,3111,5.08
TN206AW,145,2862,5.07
PL131JN,51,1005,5.07
N144BB,45,888,5.07
LE676LH,520,10265,5.07
GL102NG,110,2168,5.07
CW15RE,378,7451,5.07
CH418AX,216,4264,5.07
TQ95AD,70,1384,5.06
PE191JL,423,8353,5.06
HP39BE,18,356,5.06
BS273BE,178,3518,5.06
BH231PD,68,1343,5.06
SK118SR,98,1939,5.05
M67NJ,350,6927,5.05
LS14AF,338,6698,5.05
SW152TX,79,1566,5.04
S401LQ,641,12726,5.04
HU106AH,208,4128,5.04
HP84QA,26,516,5.04
GU68AJ,45,893,5.04
CH459LB,180,3570,5.04
PO93EZ,686,13628,5.03
PO202HS,22,437,5.03
CW55NF,30,596,5.03
BD40PY,773,15372,5.03
BB45TE,455,9049,5.03
TA245DY,215,4286,5.02
RH202BP,142,2831,5.02
LE181JW,68,1354,5.02
L221RG,310,6178,5.02
HP41AJ,373,7429,5.02
SE191PW,42,838,5.01
NE77UH,217,4329,5.01
CW83NG,48,959,5.01
YO306AW,72,1439,5.0
WV106BA,448,8956,5.0
UB68BZ,153,3059,5.0
ST72ET,720,14391,5.0
RH163AX,145,2898,5.0
RH124HD,93,1860,5.0
NE18JQ,156,3118,5.0
M297DY,122,2441,5.0
BS374AP,901,18033,5.0
B632DB,90,1799,5.0
PR42AH,37,741,4.99
DY98BX,92,1842,4.99
SE181PP,241,4836,4.98
WV30DZ,62,1248,4.97
TA12LB,218,4390,4.97
LE42BA,457,9194,4.97
DL159BE,678,13649,4.97
CV212PN,609,12259,4.97
CM95QP,325,6537,4.97
B289HT,196,3943,4.97
TS178AF,466,9390,4.96
ST136BH,504,10161,4.96
PR56TP,69,1390,4.96
SM45BQ,716,14475,4.95
PR56QE,251,5075,4.95
LS211BQ,152,3071,4.95
IP68AT,271,5475,4.95
HP53AS,102,2061,4.95
HA85EN,42,849,4.95
HA30XS,270,5458,4.95
TQ69JY,37,749,4.94
TN299DT,69,1397,4.94
SW184JE,264,5343,4.94
NG316SE,443,8968,4.94
GL72DE,537,10868,4.94
DY81RF,245,4957,4.94
SO403DE,484,9823,4.93
SG64TS,118,2392,4.93
NN168JB,256,5195,4.93
NN160EF,67,1358,4.93
IP117EG,167,3384,4.93
BR87AP,102,2069,4.93
BN16UG,51,1035,4.93
B980EP,299,6061,4.93
SW164DN,268,5452,4.92
SO199DX,383,7783,4.92
RH125JL,821,16672,4.92
RG315AT,174,3538,4.92
E175JN,467,9497,4.92
CO70UD,292,5937,4.92
BS345JN,578,11738,4.92
BS154AD,385,7829,4.92
SP102JQ,167,3401,4.91
OX110AG,468,9535,4.91
OL115PT,115,2344,4.91
DE118HY,639,13014,4.91
WS149BU,144,2938,4.9
SG175DG,133,2714,4.9
RH185ES,232,4735,4.9
OX27BD,19,388,4.9
HA30UN,69,1407,4.9
BN14EQ,202,4119,4.9
TW209LF,245,5013,4.89
PR76JH,652,13323,4.89
NN15AL,174,3555,4.89
HD75QX,466,9530,4.89
EX111BW,205,4192,4.89
UB109PF,213,4363,4.88
RH67DT,25,512,4.88
NN81LU,810,16593,4.88
L219HA,93,1905,4.88
HD15NE,378,7744,4.88
BS328EF,125,2563,4.88
S122SX,419,8610,4.87
HU36PB,908,18626,4.87
DE216PE,488,10026,4.87
CA79BF,645,13240,4.87
BD30JF,505,10378,4.87
TQ45AT,63,1297,4.86
PR86PY,27,556,4.86
NE280AA,341,7021,4.86
B192SX,544,11198,4.86
SP11DP,570,11750,4.85
GU152JB,27,557,4.85
BN213LE,310,6388,4.85
WD33DB,417,8607,4.84
TW152TW,151,3122,4.84
NG93JA,520,10743,4.84
GL24WD,501,10358,4.84
DN91ES,442,9127,4.84
CM131LR,296,6119,4.84
BN251RU,41,847,4.84
WD34DE,115,2382,4.83
ST74EW,72,1491,4.83
E138PS,148,3067,4.83
DE656LP,270,5588,4.83
RM154BX,33,684,4.82
RG278NZ,51,1059,4.82
NR47HN,794,16484,4.82
HU179BZ,542,11235,4.82
GU341HN,74,1534,4.82
DE236AN,155,3213,4.82
HD58DB,186,3868,4.81
GU166LE,77,1602,4.81
EX151AB,131,2723,4.81
DE75QU,387,8040,4.81
TN325AE,39,812,4.8
RG249DS,506,10535,4.8
PO157LS,9,188,4.79
LS208AL,171,3573,4.79
DY85RT,148,3088,4.79
WS11QU,390,8151,4.78
TS170WA,106,2217,4.78
SW129QR,66,1382,4.78
SE92PH,104,2174,4.78
ME156JJ,30,627,4.78
LE88AS,281,5882,4.78
GL51BB,650,13586,4.78
DE217EU,71,1485,4.78
CM144BJ,53,1109,4.78
WV67QL,137,2875,4.77
TR148JZ,39,817,4.77
SE58QZ,169,3543,4.77
HU170DX,62,1300,4.77
BL11SQ,54,1132,4.77
BD226NL,214,4483,4.77
TN158BB,35,735,4.76
SW170RR,102,2143,4.76
ME23ST,47,988,4.76
ME138GD,169,3549,4.76
LE129AL,142,2982,4.76
IP16NF,94,1974,4.76
BA202QG,14,294,4.76
TW31HA,71,1495,4.75
ST34JD,863,18167,4.75
PO91QT,113,2380,4.75
LA105BL,235,4948,4.75
SW154LB,20,422,4.74
S640DB,189,3985,4.74
GU299DQ,60,1266,4.74
DH11QF,209,4407,4.74
SW96AF,170,3597,4.73
SK95ND,335,7075,4.73
NG163GD,450,9511,4.73
M80JL,307,6484,4.73
LE673JB,447,9446,4.73
WF11JR,668,14140,4.72
SY111AD,74,1569,4.72
CB29NH,235,4978,4.72
B629SS,326,6901,4.72
TN376JB,266,5665,4.7
NW104ST,53,1128,4.7
NN45DW,432,9197,4.7
NE227DU,199,4238,4.7
LN11TT,194,4128,4.7
E140ED,260,5532,4.7
TN49NH,100,2131,4.69
S181PE,225,4794,4.69
NN40NY,558,11893,4.69
NG54JH,224,4775,4.69
DN92AT,310,6615,4.69
N212LD,92,1964,4.68
ME74NB,521,11143,4.68
LE192HL,78,1667,4.68
WV109QU,186,3985,4.67
SY112SP,78,1669,4.67
ST101EG,369,7909,4.67
CT27AB,101,2162,4.67
BN38LD,269,5759,4.67
SG54LY,206,4423,4.66
DE243DS,463,9938,4.66
BN148AE,384,8238,4.66
YO317PB,174,3740,4.65
TQ122HP,507,10906,4.65
NW22JL,141,3031,4.65
KT174DB,241,5180,4.65
B459JR,128,2754,4.65
LA26DZ,58,1249,4.64
BD164BD,170,3660,4.64
KT48SX,37,801,4.62
DE30DA,133,2879,4.62
BS481AU,24,520,4.62
B459HP,212,4592,4.62
ST13NF,476,10328,4.61
LE156LT,37,802,4.61
KT121JB,111,2410,4.61
B700PX,362,7851,4.61
GU248LA,187,4063,4.6
DY31SR,32,695,4.6
CB223BG,77,1675,4.6
BD73NN,187,4065,4.6
B694DX,393,8539,4.6
YO304WL,38,827,4.59
WD62BX,19,414,4.59
S433UX,746,16261,4.59
S102TT,27,588,4.59
RM175XY,558,12168,4.59
M144LP,301,6556,4.59
HP65DW,158,3442,4.59
HP112BE,36,784,4.59
BD231RU,27,588,4.59
SY11JQ,67,1463,4.58
PO107AW,186,4065,4.58
IP121BL,51,1113,4.58
HR12DE,262,5724,4.58
BR75LX,88,1923,4.58
KT146DH,54,1181,4.57
CM26RF,471,10314,4.57
ST135JF,19,417,4.56
LA94BH,234,5129,4.56
HG12JB,177,3879,4.56
RM191SX,256,5630,4.55
HU139AE,66,1451,4.55
BH211NL,22,484,4.55
UB100BJ,31,683,4.54
NN49UW,72,1586,4.54
HX62AL,484,10652,4.54
AL48AA,35,771,4.54
S804DE,243,5360,4.53
ME121AB,218,4816,4.53
IG95BZ,16,353,4.53
EN11HT,332,7331,4.53
DN40TS,299,6595,4.53
CT202BE,21,464,4.53
B114LP,220,4856,4.53
WV164BB,251,5552,4.52
PO62EH,168,3715,4.52
OX165ER,337,7450,4.52
NG317DL,258,5707,4.52
HU106LN,35,775,4.52
B913SB,33,730,4.52
WS136DZ,124,2752,4.51
ME86JU,689,15275,4.51
TN131AH,243,5399,4.5
NG347RL,685,15213,4.5
HD14EN,488,10842,4.5
KT124HW,92,2051,4.49
PO215HG,19,424,4.48
NN14LB,50,1116,4.48
B495AE,20,446,4.48
B153HN,34,759,4.48
LE45ED,317,7091,4.47
HD58LR,530,11863,4.47
DE74NU,588,13160,4.47
CT215JJ,311,6959,4.47
BN33AF,141,3155,4.47
S404SL,380,8526,4.46
PR54AY,49,1099,4.46
ME87HX,106,2375,4.46
GL44PH,165,3701,4.46
EX11SX,125,2800,4.46
CM144BA,24,538,4.46
DA37EG,75,1685,4.45
B95DN,67,1504,4.45
RG145DD,84,1890,4.44
OL114DQ,616,13887,4.44
S738DD,355,8018,4.43
PR75TF,47,1060,4.43
NG171AE,367,8279,4.43
BR27JE,121,2734,4.43
SS165SA,168,3798,4.42
SS141ET,297,6725,4.42
S651DY,602,13607,4.42
NE14PG,116,2622,4.42
N134PP,38,860,4.42
GU466NR,192,4346,4.42
BN18XQ,73,1652,4.42
B421ES,420,9509,4.42
WD171AA,259,5873,4.41
TA190AJ,60,1360,4.41
NN169LN,166,3768,4.41
