PRACTICE_CODE,PRACTICE_POSTCODE,total_rows,total_cot,total_uda,avg_uda_per_cot,child_count,nonpaying_count,paying_count,band1,band2a,band2b,band2c,band3,urgent_count,free_count,reg11_count
V000724,TS6 9EP,125,11158,22217.0,1.99,30,40,55,22,21,21,3,21,24,7,6
V000725,TS25 3QD,71,5557,14122.2,2.54,20,22,29,12,12,12,4,12,12,4,3
V000727,FY8 4GW,134,7478,14387.8,1.92,35,43,56,24,24,24,9,19,24,8,2
V000728,FY8 1RF,162,12820,28935.2,2.26,36,58,68,35,34,31,16,18,21,4,3
V000730,RH15 9DY,70,10949,19129.0,1.75,22,23,25,12,12,12,9,12,12,1,0
V000731,RH19 3LH,48,1655,2509.2,1.52,20,10,18,12,10,5,0,10,10,1,0
V000735,CV6 7BG,54,1303,3346.0,2.57,16,20,18,12,12,11,0,7,12,0,0
V000736,PL14 3XB,78,15284,33977.8,2.22,24,23,31,12,12,12,11,12,12,4,3
V000739,HP6 5JP,21,1255,1712.6,1.36,20,1,0,4,4,4,0,5,4,0,0
V000740,HP6 5DW,62,3442,6277.0,1.82,20,20,22,12,12,12,2,12,12,0,0
V000741,HP6 5JW,25,676,912.2,1.35,16,9,0,8,5,5,0,1,6,0,0
V000742,HP6 5BD,62,7818,14196.8,1.82,18,20,24,12,12,12,2,10,12,2,0
V000744,HP9 2LS,21,285,384.0,1.35,9,5,7,10,2,1,0,3,5,0,0
V000745,HP9 1QB,68,7405,11847.4,1.6,20,23,25,12,12,12,7,11,12,2,0
V000748,SL1 7JD,72,10799,19106.2,1.77,21,24,27,12,12,12,9,12,12,2,1
V000749,SL1 7JZ,71,5300,14094.8,2.66,23,23,25,12,12,12,10,12,12,0,1
V000751,HP8 4QA,29,516,690.2,1.34,18,9,2,9,6,4,1,2,7,0,0
V000752,SL9 9HA,31,447,1299.4,2.91,16,12,3,8,6,10,0,3,3,1,0
V000753,SL9 9AL,54,854,1582.6,1.85,20,16,18,12,12,8,2,11,9,0,0
V000755,ME15 6JJ,54,627,1874.8,2.99,16,19,19,12,10,12,0,9,11,0,0
V000757,TN12 6DG,71,13232,24719.6,1.87,22,20,29,12,12,12,6,12,12,4,1
V000759,LU1 1JL,78,10579,25140.4,2.38,23,24,31,12,12,12,11,12,12,4,3
V000760,SS14 1BN,69,8838,20005.4,2.26,20,22,27,12,12,12,7,11,12,2,1
V000761,PO21 1QN,114,11705,23957.8,2.05,34,34,46,25,26,20,9,13,15,5,1
V000764,L8 4PF,73,12275,30563.8,2.49,22,24,27,12,12,12,6,12,12,5,2
V000765,TW14 8DF,72,4686,12219.8,2.61,23,23,26,12,12,12,10,11,12,2,1
V000766,TW7 6NN,68,5731,13385.0,2.34,22,23,23,12,12,12,8,12,12,0,0
V000767,TW7 7AA,74,5640,14905.4,2.64,22,23,29,12,12,12,8,12,12,5,1
V000771,TW5 0DP,138,7887,25835.6,3.28,39,44,55,24,24,23,14,21,21,6,5
V000772,TW8 0BP,63,2172,3857.4,1.78,20,23,20,12,12,12,4,11,12,0,0
V000775,TW5 9TY,68,3014,9527.2,3.16,20,22,26,12,12,12,5,12,12,1,2
V000776,TW13 4HX,61,2828,6406.8,2.27,20,20,21,12,12,12,2,11,12,0,0
V000777,TW4 6LE,68,3151,9234.2,2.93,21,23,24,12,12,12,8,12,12,0,0
V000778,TW7 4QG,52,2707,8088.8,2.99,20,20,12,8,9,11,0,8,11,3,1
V000779,TW7 4EJ,75,6414,16671.2,2.6,24,23,28,12,12,12,11,12,12,4,0
V000780,TW8 8DL,77,9366,19410.6,2.07,23,24,30,12,12,12,11,12,12,4,2
V000782,HP5 1DE,68,7421,12498.0,1.68,22,22,24,12,12,12,7,12,12,1,0
V000784,HP5 3AS,41,2061,3329.4,1.62,20,19,2,10,8,7,0,8,8,0,0
V000786,UB9 5JF,65,3682,6547.0,1.78,17,22,26,12,12,12,5,9,12,3,0
V000787,SL2 3PQ,188,8914,17715.4,1.99,57,60,71,36,36,36,5,33,36,5,1
V000797,SL0 9ND,62,2985,6018.2,2.02,19,21,22,12,12,12,1,11,12,1,1
V000800,HP7 9NU,39,1427,2489.2,1.74,18,19,2,9,8,7,0,7,8,0,0
V000802,N7 7PX,80,14790,48227.2,3.26,24,24,32,12,12,12,12,12,12,4,4
V000803,EX4 3QR,84,1767,3820.6,2.16,23,27,34,18,21,16,3,11,12,3,0
V000804,NR31 9BE,66,11182,20426.6,1.83,19,20,27,12,12,12,4,11,12,3,0
V000805,NR31 6NB,67,2149,6382.4,2.97,21,20,26,12,12,12,2,12,12,4,1
V000808,NR30 2JN,102,10933,24357.8,2.23,30,33,39,19,17,14,11,14,21,3,2
V000809,NR31 6RQ,75,585,995.2,1.7,28,32,15,22,21,9,0,6,17,0,0
V000810,NR31 8HB,74,9731,24022.4,2.47,22,23,29,12,12,12,9,12,12,4,0
V000811,NR30 5AQ,76,9469,16728.8,1.77,21,23,32,12,12,12,8,12,12,4,4
V000812,NR30 2QP,76,10459,22704.8,2.17,23,22,31,12,12,12,8,12,12,4,4
V000813,NR29 4EW,68,7327,12823.8,1.75,18,21,29,12,12,12,2,10,12,4,4
V000814,NR29 3RW,70,3877,7137.8,1.84,21,21,28,12,12,12,5,12,12,5,0
V000815,NR31 6PF,79,5079,12120.8,2.39,24,25,30,12,12,12,12,12,12,3,2
V000817,NR1 1LX,34,224,373.2,1.67,13,15,6,10,9,4,0,5,6,0,0
V000819,NR3 2HD,122,8790,21156.6,2.41,33,39,50,21,23,21,10,19,20,6,2
V000822,NR7 9XD,63,4620,10020.8,2.17,19,20,24,12,12,12,1,11,12,3,0
V000825,NR2 2PB,51,1107,1866.6,1.69,20,10,21,12,11,7,0,9,10,2,0
V000828,NR1 1LG,71,5509,9847.6,1.79,21,21,29,12,12,12,6,12,12,4,1
V000830,NR2 3HA,19,221,274.2,1.24,11,4,4,9,6,2,0,1,1,0,0
V000832,NR5 8AD,58,5007,11223.0,2.24,18,20,20,12,12,12,0,10,12,0,0
V000835,NR4 7TJ,64,3599,5957.0,1.66,16,21,27,12,12,12,7,6,12,3,0
V000836,NR1 4AB,62,2904,6237.2,2.15,14,22,26,12,12,10,5,8,11,4,0
V000843,NR2 1DS,56,769,1813.6,2.36,19,19,18,12,12,11,3,11,7,0,0
V000844,NR3 1RN,14,196,209.0,1.07,11,3,0,6,4,0,0,0,4,0,0
V000847,TA1 2LB,68,4390,8369.8,1.91,20,21,27,12,12,12,6,11,11,4,0
V000850,TA1 1SN,92,14742,27691.2,1.88,27,30,35,17,14,12,8,12,24,4,1
V000854,TA1 1DG,40,1768,2281.0,1.29,20,16,4,10,8,6,1,7,7,1,0
V000857,TA1 4RL,44,1302,2056.6,1.58,20,7,17,11,8,7,2,7,8,1,0
V000858,TA21 8LA,68,4254,9540.4,2.24,22,20,26,12,12,12,4,12,12,4,0
V000860,TA21 8QY,14,187,233,1.25,9,3,2,9,3,0,0,2,0,0,0
V000861,TA1 1DB,50,1223,1818.4,1.49,18,12,20,12,11,6,0,10,10,1,0
V000863,MK2 2EH,73,4120,9035.6,2.19,22,22,29,12,12,12,8,12,12,3,2
V000864,MK2 2BA,68,3848,6009.2,1.56,22,22,24,12,12,12,7,12,12,1,0
V000865,MK2 3HN,66,1571,4501.0,2.87,17,20,29,12,12,12,2,9,12,4,3
V000866,MK2 2SA,136,9826,21472.4,2.19,40,44,52,24,24,24,9,23,24,8,0
V000869,MK3 7LW,71,10384,24197.4,2.33,20,24,27,12,12,12,7,12,12,4,0
V000870,CH4 8BL,18,893,1957.0,2.19,4,6,8,3,3,3,2,2,3,1,1
V000872,BN3 2BB,66,1572,2964.2,1.89,21,20,25,12,12,12,4,12,12,0,2
V000874,MK8 0AS,68,3006,6557.6,2.18,22,20,26,12,12,12,7,11,12,0,2
V000875,BN3 3DX,137,1345,2430.2,1.81,38,52,47,35,31,25,0,11,35,0,0
V000876,MK14 6HD,64,5860,9763.0,1.67,17,21,26,12,12,12,6,8,12,2,0
V000887,MK17 8PL,61,2876,6044.6,2.1,20,20,21,12,12,12,2,11,12,0,0
V000890,PE38 9HF,75,11070,23132.0,2.09,21,22,32,12,12,12,7,12,12,4,4
V000894,BS27 3BE,69,3518,5302.8,1.51,24,19,26,12,12,12,6,11,12,3,0
V000895,TA8 1AT,54,2085,3475.6,1.67,22,21,11,11,11,9,3,9,10,1,0
V000896,TA6 3BX,59,1410,2388.2,1.69,18,20,21,12,12,11,3,9,12,0,0
V000900,TA24 5PB,100,7424,15922.6,2.14,24,36,40,19,20,19,6,10,21,4,1
V000904,TA24 5DY,68,4286,9478.8,2.21,20,21,27,12,12,12,4,12,12,2,2
V000906,TA6 6PZ,67,6914,13474.6,1.95,20,20,27,12,12,12,3,12,12,4,0
V000907,TA6 3PN,67,2244,4403.2,1.96,24,18,25,12,12,10,6,12,11,4,0
V000908,TA8 1PH,40,148,349.4,2.36,15,11,14,12,12,5,2,4,2,3,0
V000913,BA11 2AH,171,11444,21606.0,1.89,47,55,69,31,27,28,16,24,36,7,2
V000915,BA4 5BE,63,4509,10430.6,2.31,18,21,24,12,12,12,5,9,12,1,0
V000916,BA16 0ND,17,342,511.8,1.5,16,0,1,4,4,2,1,3,3,0,0
V000920,BA5 2LD,75,7415,12688.2,1.71,23,23,29,12,12,12,9,10,12,7,1
V000921,BA5 1SU,29,709,879.0,1.24,20,8,1,10,7,4,0,2,6,0,0
V000922,BA4 5AN,2,3,3,1.0,2,0,0,1,1,0,0,0,0,0,0
V000924,BA10 0ES,27,363,455.4,1.25,16,8,3,10,7,3,0,1,6,0,0
V000926,BA11 2LA,53,1877,2501.6,1.33,20,18,15,12,12,8,0,9,12,0,0
V000928,BA16 0ET,10,16,36.2,2.26,5,3,2,4,3,1,0,1,1,0,0
V000930,CR0 4PB,64,2634,10536.2,4.0,19,21,24,12,12,12,4,11,11,1,1
V000932,SE20 7HB,67,3237,9504.0,2.94,21,21,25,12,12,12,6,12,12,0,1
V000934,MK45 2NJ,68,8974,13937.0,1.55,20,20,28,12,12,11,5,12,12,4,0
V000936,SG18 8DJ,70,5566,8403.0,1.51,23,22,25,12,12,12,9,11,12,1,1
V000937,B61 0LA,68,11092,21939.2,1.98,20,20,28,12,12,12,1,12,12,4,3
V000938,SR7 7SP,129,5947,12581.6,2.12,36,37,56,22,24,21,10,16,24,8,4
V000939,DH6 3NT,92,7415,18078.0,2.44,32,27,33,15,12,12,11,12,24,4,1
V000940,SR7 9AA,96,5175,10585.4,2.05,31,26,39,16,18,12,5,11,24,6,4
V000941,SR8 1AL,76,12938,27086.8,2.09,23,22,31,12,12,12,9,12,12,4,3
V000942,TN12 9HR,56,4053,7833.4,1.93,16,20,20,12,12,12,0,8,12,0,0
V000944,MK43 0ST,36,290,602.8,2.08,12,6,18,12,8,3,1,4,8,0,0
V000945,SG19 2QT,55,1477,2854.4,1.93,18,16,21,11,12,10,4,6,12,0,0
V000947,SG19 1HU,69,8699,14298.2,1.64,22,21,26,12,12,12,7,12,12,2,0
V000948,SG17 5DG,55,2714,3722.6,1.37,19,19,17,12,12,12,0,7,12,0,0
V000949,SG5 4LY,58,4423,6871.0,1.55,17,20,21,12,12,12,1,9,12,0,0
V000951,SG18 0JE,64,5105,7090.2,1.39,21,21,22,12,12,12,3,12,12,0,1
V000952,MK45 1DX,73,10890,18283.6,1.68,22,22,29,12,12,12,8,12,12,4,1
V000967,DT4 7PL,19,271,378,1.39,14,4,1,9,4,4,0,2,0,0,0
V000973,EX17 3DY,16,317,1015.0,3.2,5,5,6,3,3,3,0,3,3,0,1
V000974,UB9 5JP,67,7334,13015.0,1.77,16,23,28,12,12,12,7,8,12,3,1
V000977,EX17 3LF,62,6290,10889.2,1.73,17,20,25,12,12,12,1,9,12,4,0
V000978,EX15 1AB,81,2723,6464.4,2.37,20,30,31,18,17,13,5,11,14,2,0
V000979,EX15 1AA,40,505,747.0,1.48,14,14,12,12,12,5,2,4,4,1,0
V000980,EX15 1AE,34,989,1984.8,2.01,9,11,14,6,6,6,3,6,5,2,0
V000985,CM17 9TE,74,21152,37575.2,1.78,21,23,30,12,12,12,8,12,12,4,2
V000988,EX16 6AH,71,14713,36495.4,2.48,23,22,26,12,12,12,9,12,12,1,1
V000991,EX16 6NW,71,1407,2982.8,2.12,20,24,27,16,16,11,3,9,14,2,0
V000996,BH23 1PD,53,1343,1700.2,1.27,51,2,0,13,12,10,1,3,13,1,0
V000997,BH23 1PU,72,6836,15114.2,2.21,21,23,28,12,12,12,8,12,12,4,0
V001007,BH31 6DR,23,1101,1378.0,1.25,17,5,1,8,5,4,0,2,4,0,0
V001008,CH47 0LD,74,8479,14824.8,1.75,23,20,31,12,12,12,7,12,12,3,4
V001009,BH31 7AB,12,91,108,1.19,6,2,4,5,5,1,0,1,0,0,0
V001018,CH49 6JY,75,10324,20923.8,2.03,22,22,31,12,12,12,8,12,12,4,3
V001019,BH21 1DU,35,1381,1739.2,1.26,25,10,0,8,7,4,2,4,6,4,0
V001026,MK4 4DD,72,9967,15113.6,1.52,23,21,28,12,12,12,8,12,12,4,0
V001027,SY8 2LS,63,3448,6398.4,1.86,18,19,26,12,12,11,3,9,12,4,0
V001029,S66 2SE,78,17436,30649.4,1.76,24,23,31,12,12,12,10,12,12,5,3
V001030,S60 5NE,72,5791,12221.8,2.11,19,24,29,12,12,12,8,11,12,4,1
V001032,S60 5BS,69,11101,20455.8,1.84,20,21,28,12,12,12,5,12,12,4,0
V001033,S25 2PS,69,7667,14103.6,1.84,20,21,28,12,12,12,4,12,12,4,1
V001034,S25 2EX,118,15341,30323.0,1.98,31,37,50,18,18,21,8,19,24,6,4
V001035,S26 6RA,71,11637,19293.0,1.66,20,21,30,12,12,12,6,11,12,4,2
V001036,S66 8LH,69,5781,12111.8,2.1,19,23,27,12,12,12,7,10,12,4,0
V001038,S26 4WD,146,12162,22068.4,1.81,42,46,58,31,25,24,13,20,27,4,2
V001039,S66 9LP,104,5413,9337.6,1.73,32,33,39,17,20,16,12,14,21,4,0
V001040,S65 3ET,137,5354,10611.4,1.98,46,44,47,31,28,24,7,9,29,5,4
V001041,BN7 2LN,115,7232,15270.2,2.11,31,35,49,22,25,21,9,17,21,0,0
V001043,S62 5NF,66,6181,11272.6,1.82,18,20,28,12,12,12,0,10,12,4,4
V001044,S64 8PZ,76,6805,21934.6,3.22,22,23,31,12,12,12,9,12,12,4,3
V001045,S63 7HF,68,6421,10785.0,1.68,18,21,29,12,12,12,4,10,12,4,2
V001048,S60 2SW,76,8362,17890.0,2.14,22,24,30,12,12,12,11,11,12,2,4
V001049,S61 3JN,145,16772,36998.8,2.21,43,44,58,21,36,30,9,14,24,5,4
V001050,S60 2DJ,85,10447,19521.8,1.87,24,26,35,12,13,12,5,11,24,5,3
V001052,S65 1DY,91,13607,31252.4,2.3,26,27,38,15,15,15,10,15,12,4,5
V001053,S65 1DZ,73,5941,12419.2,2.09,20,23,30,12,12,12,9,10,12,4,2
V001055,S65 1DZ,61,2315,5856.8,2.53,17,19,25,12,12,12,1,8,12,4,0
V001056,S61 1EA,62,4422,8791.2,1.99,18,21,23,12,12,12,1,10,12,2,1
V001057,S60 3PU,59,1089,2013.4,1.85,18,19,22,12,12,12,1,9,12,1,0
V001059,S60 1JA,66,5806,15380.4,2.65,20,21,25,12,12,12,4,12,12,1,1
V001061,S66 8LA,68,2759,5043.0,1.83,18,21,29,12,12,12,5,9,12,3,3
V001064,DT1 3WH,37,675,850.4,1.26,17,10,10,12,8,7,0,5,5,0,0
V001069,MK43 0EN,73,4858,13234.4,2.72,23,22,28,12,12,12,9,12,12,3,0
V001073,WR9 8RT,128,11206,20966.6,1.87,40,42,46,21,24,22,11,22,21,6,0
V001076,GL1 1PX,80,24145,50067.0,2.07,24,24,32,12,12,12,12,12,12,4,4
V001077,TR11 2DA,112,10760,22426.0,2.08,32,35,45,20,21,14,13,12,24,4,3
V001078,TR11 2DA,53,1640,2770.2,1.69,20,20,13,12,10,9,1,10,10,0,1
V001080,TR7 1BQ,60,1502,3076.2,2.05,19,19,22,12,12,11,3,10,12,0,0
V001088,TR1 3JJ,19,331,417.2,1.26,9,6,4,12,6,0,0,0,1,0,0
V001090,TR1 2NS,91,15053,29469.6,1.96,27,28,36,15,15,15,12,14,14,5,1
V001091,TR1 2NS,72,5420,11585.6,2.14,22,23,27,12,12,12,9,12,12,2,1
V001098,TR1 3JD,66,2183,4746.4,2.17,16,22,28,12,12,12,7,7,12,3,0
V001100,PL28 8BY,59,1741,2963.8,1.7,16,18,25,12,12,12,2,7,11,3,0
V001102,PL25 4TT,74,11692,21576.4,1.85,21,23,30,12,12,12,8,12,12,4,2
V001103,TR5 0TX,102,7989,16929.0,2.12,26,35,41,16,19,20,10,11,21,4,1
V001105,TR3 6DP,111,6476,11553.2,1.78,30,39,42,22,22,19,2,20,24,2,0
V001108,TR7 3DH,84,8186,13216.4,1.61,24,23,37,12,22,15,2,12,18,2,0
V001122,TR6 0EY,32,872,1108,1.27,14,10,8,12,12,5,0,3,0,0,0
V001123,B31 3JS,79,6308,12682.8,2.01,26,24,29,12,15,12,10,12,12,4,1
V001124,NR27 9HZ,73,4721,10684.8,2.26,21,24,28,12,12,12,12,9,12,4,0
V001125,NR27 0AX,40,1797,2307.6,1.28,18,18,4,11,8,7,0,4,7,3,0
V001128,NR21 9AG,77,15452,29152.6,1.89,23,24,30,12,12,12,11,11,12,5,2
V001134,NR28 9AT,49,672,958.6,1.43,15,17,17,12,12,7,0,4,12,2,0
V001135,NR26 8LA,73,10604,17272.8,1.63,22,23,28,12,12,12,7,12,12,6,0
V001141,PE36 6DR,31,1535,3347.2,2.18,8,10,13,6,6,6,3,4,5,1,0
V001143,PE30 4DJ,60,2557,4692.4,1.84,18,20,22,12,12,12,1,9,12,2,0
V001144,PE30 4PR,48,2619,4048.2,1.55,18,16,14,12,12,10,0,3,10,1,0
V001148,PE31 7QB,57,5208,9629.0,1.85,17,20,20,12,12,12,0,9,12,0,0
V001152,PE31 6AG,32,1151,1510.6,1.31,15,10,7,9,7,6,3,2,5,0,0
V001154,PE30 4EA,65,5319,9770.6,1.84,20,21,24,12,12,12,1,12,12,4,0
V001155,PE37 7DF,54,7392,13523.0,1.83,20,17,17,12,11,10,3,8,10,0,0
V001160,TN37 6JB,63,5665,12995.2,2.29,19,21,23,12,12,12,1,11,12,3,0
V001162,TN37 6PN,173,8346,22915.6,2.75,50,51,72,34,41,40,4,12,37,3,2
V001164,TN37 7JZ,72,6120,11916.0,1.95,25,20,27,12,12,12,6,11,12,7,0
V001165,TN37 6AS,61,1106,1875.6,1.7,17,20,24,12,12,12,1,9,12,3,0
V001166,TN34 2LG,70,4960,10459.2,2.11,20,20,30,12,12,12,5,11,12,3,2
V001168,TN34 3NE,64,3572,8870.2,2.48,19,20,25,12,12,12,2,12,11,2,1
V001169,TN38 0TU,160,10279,22136.2,2.15,43,53,64,29,33,33,6,14,36,6,3
V001170,TN37 7AX,66,2005,4424.8,2.21,18,22,26,12,12,12,5,10,12,3,0
V001171,TN34 1QY,73,11767,27386.2,2.33,21,23,29,12,12,12,8,12,12,4,1
V001173,TN37 6BS,63,2754,5060.2,1.84,18,22,23,12,12,12,6,9,12,0,0
V001177,PE30 1ER,10,17,23,1.35,5,1,4,7,3,0,0,0,0,0,0
V001179,PE32 1AR,40,438,622.8,1.42,15,10,15,12,12,7,0,2,7,0,0
V001180,B28 9JU,73,16786,30838.0,1.84,22,22,29,12,12,12,7,12,12,5,1
V001181,WF4 2AL,1,2,0,0.0,0,0,1,0,1,0,0,0,0,0,0
V001183,B14 6DR,76,13060,24783.4,1.9,21,23,32,12,12,12,7,12,12,5,4
V001185,B13 8JS,65,2636,6018.0,2.28,19,23,23,12,12,12,5,10,12,2,0
V001186,B15 1LD,114,2757,9581.8,3.48,30,41,43,24,24,22,3,18,21,2,0
V001187,B32 4HB,65,5120,11325.2,2.21,19,20,26,12,12,12,2,10,12,4,1
V001188,B45 0JA,72,5109,11360.6,2.22,19,22,31,12,12,12,6,10,12,5,2
V001189,B29 5TX,75,12678,29474.8,2.32,21,24,30,12,12,12,9,12,12,4,2
V001190,B32 1DJ,68,2386,6495.8,2.72,21,20,27,12,12,12,1,12,12,5,2
V001191,B31 2DW,65,7192,16585.4,2.31,18,21,26,12,12,12,1,10,12,4,2
V001192,B30 2JL,74,2891,7454.0,2.58,22,24,28,12,12,12,11,11,12,4,0
V001193,B14 4LR,61,2061,3978.4,1.93,16,20,25,12,12,12,2,8,12,3,0
V001194,B30 3EL,68,10540,25306.4,2.4,20,21,27,12,12,12,2,12,12,4,2
V001195,B17 0AT,69,8897,17815.8,2.0,20,22,27,12,12,12,5,12,12,3,1
V001199,B38 8SD,69,3845,6824.6,1.77,19,22,28,12,12,12,5,11,12,3,1
V001200,B14 5NG,74,11804,27360.4,2.32,20,23,31,12,12,12,7,12,12,4,3
V001201,BN15 8AP,34,363,534.0,1.47,18,7,9,11,9,4,0,3,4,3,0
V001202,B14 5QJ,73,6625,16259.6,2.45,22,23,28,12,12,12,9,12,12,4,0
V001203,B38 9BL,69,3471,8543.0,2.46,20,23,26,12,12,12,7,10,12,4,0
V001204,B14 7NH,67,5133,12757.6,2.49,23,23,21,12,12,12,7,11,12,1,0
V001205,BN11 5BH,66,4544,5706.6,1.26,23,18,25,12,12,10,8,10,12,2,0
V001208,B15 3HN,45,759,1118.8,1.47,18,14,13,12,12,6,0,4,10,0,1
V001209,B17 8PY,62,2756,4132.2,1.5,19,19,24,12,12,10,3,11,12,2,0
V001210,B45 8SB,39,304,928.0,3.05,10,11,18,12,9,8,0,5,5,0,0
V001211,B29 6NB,65,3878,6877.6,1.77,19,22,24,12,12,12,4,11,12,1,1
V001212,B31 2PE,64,5170,12574.4,2.43,20,20,24,12,12,12,0,12,12,4,0
V001213,BN11 5DT,106,12771,23118.0,1.81,30,32,44,17,25,22,9,14,13,4,2
V001217,B14 7LG,77,10647,20867.0,1.96,24,23,30,12,12,12,11,12,12,4,2
V001219,BN11 4LD,65,2694,4450.4,1.65,20,21,24,12,12,12,3,12,12,2,0
V001221,B38 8RH,75,8146,18189.6,2.23,23,23,29,12,12,12,9,12,12,5,1
V001222,B29 6SS,70,2147,7117.6,3.32,20,23,27,12,12,12,5,12,12,4,1
V001223,B16 9HN,55,1959,3007.0,1.53,16,20,19,12,12,10,2,7,12,0,0
V001225,B31 2QT,74,12243,23361.6,1.91,21,24,29,12,12,12,10,11,12,4,1
V001226,B17 9TH,50,681,992.8,1.46,15,16,19,12,12,6,0,5,12,3,0
V001231,BN42 4FR,70,7645,15315.2,2.0,21,21,28,12,12,12,6,12,12,4,0
V001234,BN14 8AE,134,8238,20309.8,2.47,39,44,51,24,24,24,13,22,24,3,0
V001237,TR13 8AB,77,7821,16236.4,2.08,22,24,31,12,12,12,9,11,15,4,2
V001238,TR15 1JU,98,4840,9290.2,1.92,27,33,38,19,19,17,2,13,21,6,1
V001240,TR26 2SF,39,1572,2238.4,1.42,22,11,6,12,9,6,2,3,5,1,0
V001241,TR15 2SX,59,2042,3739.4,1.83,16,20,23,12,12,11,1,9,12,2,0
V001247,TR27 4BT,35,735,1003.0,1.36,21,11,3,9,7,6,1,4,7,1,0
V001250,RH10 3DG,37,289,439.6,1.52,12,7,18,12,10,7,0,3,2,3,0
V001251,TR14 8EF,102,12035,21134.8,1.76,30,33,39,21,21,17,5,14,21,3,0
V001254,TR27 4DX,132,6329,17977.4,2.84,39,43,50,25,25,24,7,14,32,4,1
V001255,TR14 8JZ,56,817,1323.8,1.62,19,20,17,12,12,9,3,7,12,1,0
V001258,EN10 7HX,70,5479,10228.4,1.87,20,21,29,12,12,12,5,12,12,3,2
V001260,LU6 3JA,19,171,198,1.16,9,5,5,12,5,1,0,1,0,0,0
V001262,TS29 6JH,65,1644,4025.6,2.45,17,22,26,12,12,12,5,8,12,3,1
V001263,DL17 8LG,36,1108,2389.6,2.16,12,10,14,6,6,6,4,6,6,2,0
V001265,RH10 8EZ,70,4428,9304.6,2.1,21,23,26,12,12,12,6,12,12,3,1
V001266,LU6 1JJ,77,10584,23136.8,2.19,22,24,31,12,12,12,10,11,12,5,3
V001267,ME4 4DH,76,3792,17299.2,4.56,21,24,31,12,12,12,8,12,12,4,4
V001273,ME1 1HB,154,8899,21843.2,2.45,44,55,55,29,45,43,8,10,15,3,1
V001274,PO16 7DP,70,4424,9935.2,2.25,20,22,28,12,12,12,7,11,12,3,1
V001275,PO16 7AD,67,10578,22612.0,2.14,21,23,23,12,12,12,6,12,12,1,0
V001279,PO13 0AB,77,13874,25456.0,1.83,23,23,31,12,12,12,10,12,12,4,3
V001281,SO31 9HW,41,1728,2098.0,1.21,20,11,10,12,12,4,0,3,9,1,0
V001282,PO14 2LE,46,1330,1649.8,1.24,16,15,15,12,11,4,0,6,12,1,0
V001283,PO12 2JR,90,840,1218.8,1.45,33,28,29,31,24,11,3,7,14,0,0
V001286,PO12 1PA,14,499,598.0,1.2,14,0,0,4,4,1,0,0,4,1,0
V001287,PO13 9DD,18,305,479.2,1.57,14,3,1,7,5,3,0,2,1,0,0
V001288,DL1 3BL,72,7444,15295.6,2.05,20,22,30,12,12,12,7,11,12,4,2
V001289,DL1 4BL,75,5334,10814.0,2.03,22,24,29,12,12,12,8,12,12,5,1
V001293,DL2 2AQ,56,3239,4654.2,1.44,18,15,23,12,12,9,2,9,11,1,0
V001294,DL1 1XE,52,1459,5418.8,3.71,16,20,16,11,10,10,0,5,12,2,2
V001298,DL3 7HL,90,6970,12902.2,1.85,28,27,35,13,17,14,4,13,24,5,0
V001299,PO16 9PP,32,756,1119.0,1.48,15,10,7,12,9,1,0,2,8,0,0
V001301,PO14 3DS,33,825,1079.4,1.31,15,18,0,8,8,4,2,3,8,0,0
V001302,PO16 0NX,69,5113,10959.8,2.14,18,23,28,12,12,12,8,9,12,4,0
V001306,DL3 7HL,57,2164,3723.6,1.72,16,18,23,12,12,8,1,9,12,3,0
V001308,DL1 2RX,73,10251,19217.0,1.87,22,24,27,12,12,12,10,12,12,3,0
V001312,PO15 6JF,21,2052,2994.6,1.46,21,0,0,4,4,4,1,4,4,0,0
V001314,PO12 3AJ,48,4261,12251.0,2.88,18,18,12,12,12,12,0,5,7,0,0
V001315,DL3 7AJ,67,8873,17143.8,1.93,18,23,26,12,12,12,5,10,12,4,0
V001319,DL3 7HA,69,3694,6631.2,1.8,20,22,27,12,12,12,5,12,12,4,0
V001321,DL3 7LX,70,6196,15185.4,2.45,21,22,27,12,12,12,4,12,12,4,2
V001323,DL3 7BJ,71,2759,6202.8,2.25,21,22,28,12,12,12,6,12,12,5,0
V001324,S81 9RJ,67,2532,5039.8,1.99,18,20,29,12,12,12,4,10,12,4,1
V001328,DN22 6LA,68,2940,5798.6,1.97,19,21,28,12,12,12,5,11,12,4,0
V001330,DN22 6DR,65,3860,8445.4,2.19,17,20,28,12,12,12,0,9,12,4,4
V001332,S80 2BE,72,11077,18342.6,1.66,21,22,29,12,12,12,7,12,12,4,1
V001333,S80 2AS,72,5481,11220.0,2.05,22,21,29,12,12,12,6,12,12,5,0
V001334,B13 0AW,71,5045,9891.0,1.96,22,24,25,12,12,12,11,11,12,1,0
